ID,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With
4841,omnivore,twice a day,coal,sometimes,123,13,32,22,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
4842,vegetarian,twice a day,coal,never,187,21,47,2,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
4843,pescatarian,less frequently,electricity,sometimes,132,17,38,22,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
4844,vegan,twice a day,wood,sometimes,292,18,43,22,Sometimes,"['Paper', 'Glass', 'Metal']",[]
4845,pescatarian,twice a day,coal,often,78,0,20,19,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
4846,vegan,more frequently,electricity,sometimes,93,4,38,8,Sometimes,"['Plastic', 'Glass']",['Stove']
4847,pescatarian,more frequently,coal,sometimes,106,2,37,7,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4848,omnivore,less frequently,coal,never,140,14,41,7,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
4849,vegetarian,less frequently,coal,often,135,11,23,3,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
4850,vegetarian,daily,wood,never,263,4,26,6,No,[],[]
4851,vegetarian,daily,natural gas,sometimes,138,24,7,16,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']"
4852,omnivore,twice a day,electricity,often,190,5,21,6,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
4853,omnivore,twice a day,natural gas,never,292,9,31,1,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
4854,omnivore,twice a day,wood,often,145,11,45,1,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4855,vegan,less frequently,electricity,never,60,4,9,9,Yes,[],[]
4856,pescatarian,more frequently,electricity,often,134,22,32,21,No,"['Glass', 'Metal']","['Stove', 'Microwave']"
4857,vegetarian,more frequently,wood,often,164,0,27,5,No,"['Paper', 'Metal']","['Grill', 'Airfryer']"
4858,vegetarian,more frequently,natural gas,never,214,5,21,3,Yes,['Glass'],"['Oven', 'Microwave']"
4859,vegan,less frequently,wood,sometimes,212,24,28,20,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
4860,pescatarian,twice a day,wood,never,118,24,42,1,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
4861,omnivore,daily,natural gas,sometimes,153,22,16,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
4862,omnivore,daily,coal,never,290,10,43,0,Sometimes,[],"['Stove', 'Microwave']"
4863,vegetarian,twice a day,electricity,never,249,13,34,11,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
4864,vegetarian,twice a day,electricity,sometimes,94,4,23,2,No,"['Glass', 'Metal']",['Stove']
4865,vegan,daily,natural gas,sometimes,79,1,47,17,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
4866,vegan,daily,coal,sometimes,137,8,27,5,No,"['Plastic', 'Metal']","['Stove', 'Microwave']"
4867,pescatarian,more frequently,wood,often,147,19,50,15,Yes,['Paper'],['Microwave']
4868,omnivore,daily,coal,never,54,11,17,2,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
4869,vegetarian,twice a day,natural gas,sometimes,194,18,7,12,Sometimes,"['Plastic', 'Metal']",['Stove']
4870,vegetarian,more frequently,coal,sometimes,138,13,27,10,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4871,omnivore,daily,coal,never,234,18,1,9,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']"
4872,pescatarian,less frequently,natural gas,sometimes,64,22,28,6,Sometimes,"['Paper', 'Metal']",['Microwave']
4873,pescatarian,less frequently,electricity,never,162,19,31,17,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']"
4874,vegetarian,more frequently,natural gas,sometimes,198,12,5,17,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
4875,omnivore,daily,electricity,sometimes,289,24,11,23,Sometimes,['Paper'],['Stove']
4876,vegetarian,less frequently,wood,sometimes,226,8,46,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
4877,pescatarian,less frequently,wood,often,210,0,21,1,Yes,"['Paper', 'Plastic', 'Metal']",[]
4878,omnivore,more frequently,coal,often,152,24,24,7,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']"
4879,omnivore,daily,electricity,never,278,23,13,16,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
4880,vegetarian,less frequently,electricity,never,192,13,7,20,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
4881,pescatarian,twice a day,coal,never,192,1,6,20,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']"
4882,vegetarian,twice a day,wood,often,67,18,42,5,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
4883,omnivore,twice a day,natural gas,never,258,14,6,7,No,"['Paper', 'Plastic']","['Stove', 'Oven']"
4884,omnivore,daily,natural gas,never,89,8,29,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
4885,vegan,daily,natural gas,sometimes,73,17,43,23,Sometimes,"['Plastic', 'Metal']",[]
4886,vegan,more frequently,electricity,sometimes,79,11,23,19,No,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']"
4887,vegan,twice a day,wood,sometimes,243,24,13,8,Yes,['Glass'],"['Stove', 'Microwave']"
4888,omnivore,daily,coal,never,127,10,36,22,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
4889,pescatarian,daily,coal,never,171,14,20,16,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
4890,pescatarian,daily,electricity,never,274,17,29,12,Sometimes,[],"['Oven', 'Microwave']"
4891,pescatarian,twice a day,coal,never,70,10,46,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
4892,pescatarian,less frequently,natural gas,never,233,21,31,2,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
4893,omnivore,twice a day,coal,often,156,12,19,22,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
4894,vegan,more frequently,natural gas,sometimes,285,5,25,20,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']"
4895,pescatarian,twice a day,electricity,sometimes,160,23,24,15,Sometimes,"['Plastic', 'Glass']",['Oven']
4896,pescatarian,less frequently,wood,never,220,15,10,6,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']"
4897,vegetarian,more frequently,electricity,sometimes,210,3,36,15,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
4898,omnivore,more frequently,coal,often,103,8,37,13,No,"['Paper', 'Glass']",['Stove']
4899,pescatarian,more frequently,wood,sometimes,99,4,7,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
4900,vegetarian,more frequently,electricity,never,215,1,44,13,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']"
4901,pescatarian,less frequently,electricity,sometimes,192,3,38,13,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4902,vegan,more frequently,natural gas,sometimes,130,12,34,12,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
4903,vegan,twice a day,wood,never,173,22,50,11,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']"
4904,omnivore,daily,wood,sometimes,204,10,46,21,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
4905,omnivore,daily,electricity,often,200,15,13,0,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']"
4906,omnivore,less frequently,wood,never,63,6,50,12,No,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']"
4907,omnivore,daily,electricity,sometimes,138,12,12,24,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
4908,vegan,twice a day,electricity,never,50,13,43,11,Sometimes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']"
4909,omnivore,less frequently,natural gas,often,114,0,36,10,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4910,vegetarian,daily,wood,never,132,1,45,7,No,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4911,vegetarian,daily,natural gas,often,189,0,25,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
4912,omnivore,more frequently,coal,sometimes,154,1,50,7,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']"
4913,vegan,twice a day,wood,often,217,1,47,0,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4914,vegan,less frequently,wood,sometimes,105,16,26,24,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
4915,vegetarian,twice a day,coal,never,91,20,42,9,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']"
4916,pescatarian,twice a day,coal,never,144,10,9,18,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
4917,pescatarian,twice a day,electricity,never,237,3,24,2,Yes,['Paper'],['Stove']
4918,omnivore,daily,electricity,often,291,15,48,19,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
4919,omnivore,daily,wood,sometimes,121,11,47,18,Sometimes,['Glass'],"['Microwave', 'Grill', 'Airfryer']"
4920,vegetarian,less frequently,electricity,often,95,4,46,2,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4921,omnivore,twice a day,wood,sometimes,195,7,24,13,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']"
4922,pescatarian,daily,coal,never,216,19,49,9,Sometimes,[],"['Stove', 'Oven', 'Microwave']"
4923,vegan,twice a day,electricity,never,161,15,0,1,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
4924,vegetarian,daily,coal,never,299,15,22,6,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4925,vegetarian,less frequently,wood,sometimes,62,15,18,9,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']"
4926,omnivore,more frequently,electricity,often,63,21,0,4,Sometimes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']"
4927,pescatarian,twice a day,coal,often,251,13,3,12,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
4928,vegetarian,more frequently,wood,often,285,1,42,0,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4929,vegetarian,twice a day,coal,often,126,4,0,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave']
4930,vegan,daily,coal,never,178,6,9,19,Yes,['Metal'],"['Stove', 'Oven']"
4931,pescatarian,twice a day,coal,sometimes,286,5,20,5,Yes,['Plastic'],['Stove']
4932,pescatarian,daily,coal,often,115,11,29,4,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
4933,pescatarian,less frequently,coal,never,90,21,19,9,No,['Glass'],[]
4934,vegetarian,daily,wood,often,174,0,28,20,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
4935,pescatarian,more frequently,wood,never,160,1,28,5,Yes,['Metal'],"['Oven', 'Microwave']"
4936,pescatarian,more frequently,electricity,never,264,9,11,0,Yes,"['Paper', 'Metal']",[]
4937,pescatarian,daily,natural gas,never,286,10,37,14,Yes,"['Paper', 'Plastic']",['Microwave']
4938,vegan,more frequently,coal,often,252,4,30,13,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
4939,pescatarian,more frequently,coal,often,66,22,50,11,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave']"
4940,pescatarian,daily,electricity,often,81,19,17,6,Sometimes,"['Paper', 'Plastic']",['Stove']
4941,vegetarian,less frequently,natural gas,sometimes,257,19,11,9,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']"
4942,omnivore,twice a day,wood,never,227,13,46,4,Sometimes,"['Plastic', 'Glass']",['Stove']
4943,omnivore,more frequently,coal,often,156,20,16,18,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']"
4944,pescatarian,more frequently,natural gas,often,165,24,40,19,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
4945,pescatarian,more frequently,electricity,sometimes,88,9,22,14,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
4946,vegetarian,twice a day,electricity,often,177,13,30,17,Sometimes,"['Paper', 'Plastic']",['Microwave']
4947,vegan,more frequently,coal,sometimes,128,2,34,9,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
4948,vegan,less frequently,coal,never,150,16,23,0,No,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
4949,pescatarian,more frequently,electricity,sometimes,232,23,36,13,Yes,"['Paper', 'Glass', 'Metal']",['Oven']
4950,vegan,daily,wood,never,73,12,6,2,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']"
4951,pescatarian,less frequently,coal,often,299,8,46,1,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
4952,vegan,more frequently,natural gas,sometimes,145,18,20,11,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
4953,pescatarian,less frequently,wood,never,68,0,17,19,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
4954,vegetarian,less frequently,electricity,often,50,17,15,1,No,"['Paper', 'Metal']","['Stove', 'Oven']"
4955,pescatarian,more frequently,electricity,never,293,10,41,6,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4956,vegan,twice a day,wood,sometimes,211,5,34,1,No,['Glass'],"['Microwave', 'Grill', 'Airfryer']"
4957,pescatarian,less frequently,natural gas,often,113,15,18,24,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
4958,omnivore,twice a day,natural gas,never,215,19,43,9,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
4959,pescatarian,twice a day,wood,never,209,19,17,20,No,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4960,vegetarian,less frequently,wood,sometimes,157,2,48,18,Yes,"['Paper', 'Plastic', 'Glass']",['Oven']
4961,vegan,more frequently,coal,often,52,5,33,0,Sometimes,[],"['Stove', 'Microwave']"
4962,omnivore,twice a day,natural gas,sometimes,118,11,42,20,Yes,"['Plastic', 'Glass']","['Grill', 'Airfryer']"
4963,pescatarian,less frequently,electricity,never,244,5,24,10,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']"
4964,vegetarian,less frequently,electricity,never,152,6,19,24,No,"['Glass', 'Metal']","['Stove', 'Oven']"
4965,omnivore,less frequently,electricity,sometimes,237,7,50,3,Yes,['Paper'],"['Grill', 'Airfryer']"
4966,pescatarian,twice a day,coal,never,63,11,9,24,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
4967,vegan,more frequently,electricity,often,95,11,23,16,Sometimes,"['Paper', 'Metal']",['Microwave']
4968,pescatarian,twice a day,natural gas,sometimes,175,13,27,10,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
4969,vegetarian,more frequently,natural gas,sometimes,51,17,41,18,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4970,vegan,daily,natural gas,sometimes,67,0,40,22,No,['Paper'],['Microwave']
4971,vegan,twice a day,coal,often,142,3,38,21,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']"
4972,vegetarian,more frequently,coal,never,220,22,15,4,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
4973,vegetarian,daily,wood,never,208,3,6,2,No,['Metal'],"['Stove', 'Grill', 'Airfryer']"
4974,pescatarian,twice a day,coal,never,222,5,20,15,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
4975,pescatarian,daily,coal,often,136,6,32,21,Sometimes,['Metal'],[]
4976,pescatarian,more frequently,electricity,sometimes,273,13,3,1,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
4977,vegetarian,more frequently,natural gas,often,239,10,12,24,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
4978,pescatarian,daily,natural gas,sometimes,154,14,24,17,Yes,[],"['Stove', 'Microwave']"
4979,vegetarian,twice a day,natural gas,never,232,20,8,7,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
4980,omnivore,less frequently,coal,sometimes,288,19,31,8,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
4981,omnivore,more frequently,coal,sometimes,71,15,42,10,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
4982,vegan,daily,natural gas,sometimes,234,13,3,12,Yes,['Glass'],"['Stove', 'Oven', 'Microwave']"
4983,vegan,daily,wood,never,212,13,10,9,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
4984,pescatarian,more frequently,electricity,sometimes,220,22,20,12,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4985,vegetarian,twice a day,natural gas,sometimes,158,23,13,20,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
4986,vegan,twice a day,coal,never,195,24,33,14,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']"
4987,vegan,daily,coal,sometimes,214,19,6,12,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
4988,pescatarian,daily,wood,sometimes,131,16,22,4,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
4989,vegetarian,more frequently,natural gas,never,192,4,27,2,Yes,[],"['Stove', 'Grill', 'Airfryer']"
4990,pescatarian,less frequently,coal,often,183,14,49,2,Sometimes,['Metal'],[]
4991,omnivore,less frequently,natural gas,often,284,15,37,5,No,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']"
4992,pescatarian,more frequently,electricity,sometimes,142,20,44,16,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']"
4993,omnivore,more frequently,coal,never,146,1,3,19,Yes,['Glass'],"['Stove', 'Microwave']"
4994,vegetarian,twice a day,coal,never,61,9,1,15,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
4995,vegan,more frequently,electricity,never,108,13,38,11,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
4996,vegetarian,more frequently,coal,often,159,9,15,6,No,"['Plastic', 'Glass']","['Stove', 'Oven']"
4997,vegetarian,twice a day,natural gas,sometimes,208,0,20,16,No,['Plastic'],"['Stove', 'Oven']"
4998,vegetarian,twice a day,electricity,sometimes,211,17,0,10,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
4999,vegan,twice a day,natural gas,often,148,23,23,21,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']"
5000,omnivore,twice a day,natural gas,often,153,15,3,1,No,"['Glass', 'Metal']",[]
5001,omnivore,twice a day,wood,often,79,0,15,6,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']"
5002,vegetarian,twice a day,coal,sometimes,217,18,17,21,No,"['Plastic', 'Glass']","['Oven', 'Microwave']"
5003,vegan,more frequently,coal,never,242,17,35,21,No,"['Paper', 'Glass']","['Stove', 'Oven']"
5004,omnivore,more frequently,wood,sometimes,241,16,28,20,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
5005,pescatarian,less frequently,electricity,often,69,12,29,3,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
5006,vegan,less frequently,coal,sometimes,136,6,27,12,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
5007,vegetarian,daily,natural gas,often,246,20,48,13,Sometimes,[],"['Stove', 'Oven', 'Microwave']"
5008,omnivore,less frequently,wood,sometimes,276,17,14,10,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
5009,omnivore,daily,natural gas,never,98,4,26,3,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
5010,omnivore,twice a day,natural gas,often,221,5,44,7,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
5011,vegetarian,daily,coal,sometimes,284,23,42,6,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
5012,vegetarian,twice a day,natural gas,never,191,24,2,18,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
5013,pescatarian,less frequently,coal,sometimes,232,11,14,12,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
5014,vegan,twice a day,natural gas,sometimes,151,10,33,9,Sometimes,['Metal'],"['Grill', 'Airfryer']"
5015,vegan,daily,wood,sometimes,72,0,47,3,No,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
5016,pescatarian,twice a day,electricity,often,244,20,30,14,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']"
5017,vegan,daily,electricity,often,201,9,25,19,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
5018,vegetarian,daily,coal,often,269,6,1,14,Sometimes,[],['Oven']
5019,omnivore,less frequently,wood,never,294,15,46,5,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
5020,vegetarian,twice a day,electricity,never,60,20,28,9,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
5021,pescatarian,twice a day,natural gas,sometimes,201,1,46,8,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
5022,vegetarian,twice a day,coal,sometimes,267,18,14,15,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
5023,vegetarian,twice a day,natural gas,never,115,6,26,8,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
5024,vegetarian,daily,wood,often,73,16,38,3,No,['Paper'],"['Oven', 'Grill', 'Airfryer']"
