Body Type,Diet,How Often Shower,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycle Plastic,Recycle Glass,Recycle Metal,Recycle Paper,Recycling Count,Cook With Stove,Cook With Oven,Cook With Microwave,Cook With Grill,Cook With Airfryer,Cooking With Count,Monthly Grocery Bill Tier
overweight,omnivore,less frequently,public,often,198,frequently,large,7,15,42,10,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2598,1,1,1,1,4,0,0,1,1,1,3,Medium
underweight,pescatarian,daily,walk/bicycle,never,283,rarely,medium,2,11,22,3,Sometimes,[Paper],[],1245,0,0,0,1,1,0,0,0,0,0,0,High
normal,pescatarian,less frequently,private,often,135,frequently,small,1,20,37,0,Yes,[Plastic],[Oven],2281,1,0,0,0,1,0,1,0,0,0,1,Medium
underweight,vegetarian,less frequently,walk/bicycle,never,259,rarely,small,1,0,25,2,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1096,1,1,0,0,2,1,1,1,1,1,5,High
overweight,omnivore,more frequently,walk/bicycle,often,267,never,extra large,2,5,31,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",[Microwave],1486,1,1,1,1,4,0,0,1,0,0,1,High
normal,omnivore,more frequently,private,often,250,frequently,extra large,7,5,25,17,Yes,"['Paper', 'Plastic', 'Metal']",[Stove],3482,1,0,1,1,3,1,0,0,0,0,1,High
underweight,omnivore,less frequently,private,often,241,never,small,6,6,30,19,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2542,0,1,0,1,2,1,1,1,0,0,3,High
normal,omnivore,twice a day,public,sometimes,260,rarely,small,5,15,35,24,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1688,1,1,0,1,3,0,0,1,1,1,3,High
overweight,pescatarian,less frequently,walk/bicycle,often,91,rarely,extra large,2,6,50,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1799,0,1,1,1,3,1,1,1,0,0,3,Low
normal,omnivore,twice a day,walk/bicycle,never,192,frequently,small,3,12,31,6,Sometimes,[Paper],"['Stove', 'Microwave']",1461,0,0,0,1,1,1,0,1,0,0,2,Medium
underweight,vegan,less frequently,public,sometimes,129,never,extra large,4,1,39,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1278,0,1,1,1,3,1,1,1,0,0,3,Medium
overweight,pescatarian,less frequently,walk/bicycle,often,54,frequently,extra large,1,24,34,1,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",1474,0,1,0,1,2,0,1,1,0,0,2,Low
obese,pescatarian,twice a day,walk/bicycle,sometimes,88,frequently,extra large,4,5,36,21,Yes,"['Plastic', 'Glass']",[Microwave],2465,1,1,0,0,2,0,0,1,0,0,1,Low
normal,vegan,more frequently,walk/bicycle,often,87,rarely,medium,1,24,25,23,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1226,1,0,0,1,2,0,1,1,1,1,4,Low
obese,vegan,less frequently,walk/bicycle,never,265,never,small,1,17,44,16,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1013,1,1,1,0,3,1,0,1,1,1,4,High
overweight,omnivore,more frequently,walk/bicycle,sometimes,288,rarely,small,7,20,14,4,Sometimes,[Glass],"['Stove', 'Oven', 'Microwave']",1587,0,1,0,0,1,1,1,1,0,0,3,High
underweight,omnivore,twice a day,walk/bicycle,never,218,rarely,small,7,2,35,11,Yes,[Plastic],"['Stove', 'Oven', 'Microwave']",1296,1,0,0,0,1,1,1,1,0,0,3,Medium
normal,vegan,less frequently,walk/bicycle,never,299,never,large,5,2,30,18,Sometimes,[Metal],"['Microwave', 'Grill', 'Airfryer']",1377,0,0,1,0,1,0,0,1,1,1,3,High
underweight,vegetarian,twice a day,walk/bicycle,often,54,very frequently,large,4,8,23,21,Yes,[Paper],"['Grill', 'Airfryer']",2580,0,0,0,1,1,0,0,0,1,1,2,Low
underweight,vegan,twice a day,public,sometimes,247,frequently,large,2,0,48,14,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1684,1,1,1,1,4,0,1,1,0,0,2,High
overweight,omnivore,twice a day,walk/bicycle,sometimes,94,never,medium,7,11,31,21,No,[Metal],"['Stove', 'Oven', 'Grill', 'Airfryer']",1787,0,0,1,0,1,1,1,0,1,1,4,Low
overweight,vegetarian,less frequently,walk/bicycle,sometimes,188,frequently,small,1,1,17,1,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",1276,1,0,1,0,2,1,0,1,0,0,2,Medium
obese,vegan,more frequently,public,sometimes,59,rarely,medium,3,20,13,10,No,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1585,0,1,0,1,2,0,0,1,1,1,3,Low
obese,vegan,more frequently,private,never,102,never,small,2,14,31,21,No,[Metal],"['Stove', 'Oven', 'Microwave']",2386,0,0,1,0,1,1,1,1,0,0,3,Low
normal,omnivore,more frequently,private,often,69,rarely,medium,6,1,1,14,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1991,0,0,0,0,0,1,1,0,1,1,4,Low
obese,vegetarian,daily,private,often,54,frequently,medium,1,3,19,21,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3202,1,0,0,1,2,0,1,1,1,1,4,Low
obese,pescatarian,daily,public,never,65,rarely,small,7,22,45,20,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",2005,1,0,1,0,2,0,1,1,0,0,2,Low
normal,vegetarian,more frequently,walk/bicycle,often,178,frequently,small,2,11,27,12,Yes,[Glass],"['Stove', 'Oven', 'Microwave']",1808,0,1,0,0,1,1,1,1,0,0,3,Medium
underweight,vegan,more frequently,private,sometimes,65,very frequently,small,3,24,28,19,Sometimes,[Plastic],"['Stove', 'Oven']",4350,1,0,0,0,1,1,1,0,0,0,2,Low
obese,vegetarian,twice a day,private,sometimes,86,frequently,small,5,13,24,22,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",4570,1,1,0,1,3,1,1,1,0,0,3,Low
normal,pescatarian,less frequently,public,often,288,frequently,medium,5,17,20,24,Sometimes,"['Paper', 'Glass']",[Oven],2078,0,1,0,1,2,0,1,0,0,0,1,High
overweight,vegetarian,less frequently,private,often,114,rarely,medium,5,8,19,16,No,"['Plastic', 'Glass', 'Metal']",[Stove],1761,1,1,1,0,3,1,0,0,0,0,1,Low
overweight,omnivore,less frequently,public,never,60,very frequently,extra large,2,2,24,16,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3062,0,1,1,1,3,1,1,1,0,0,3,Low
obese,vegetarian,daily,walk/bicycle,never,189,never,large,2,22,38,20,No,[Glass],[],1843,0,1,0,0,1,0,0,0,0,0,0,Medium
normal,pescatarian,twice a day,public,never,139,very frequently,small,3,22,42,16,No,"['Glass', 'Metal']",[Oven],2927,0,1,1,0,2,0,1,0,0,0,1,Medium
obese,vegan,twice a day,private,sometimes,291,never,extra large,1,20,38,21,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2309,1,0,1,1,3,1,0,0,1,1,3,High
normal,vegan,more frequently,walk/bicycle,never,253,frequently,small,6,8,1,5,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1276,1,0,1,1,3,1,1,0,0,0,2,High
normal,vegetarian,more frequently,private,sometimes,226,frequently,medium,1,2,42,17,Yes,"['Paper', 'Glass', 'Metal']",[],3542,0,1,1,1,3,0,0,0,0,0,0,Medium
underweight,vegan,daily,public,never,243,frequently,small,1,22,20,18,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1245,0,1,1,1,3,0,0,0,1,1,2,High
underweight,pescatarian,more frequently,public,never,226,very frequently,small,3,3,7,21,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2123,0,0,0,0,0,1,1,1,1,1,5,Medium
underweight,pescatarian,twice a day,private,often,71,frequently,extra large,4,7,22,3,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2070,1,0,1,1,3,0,0,1,1,1,3,Low
normal,omnivore,daily,walk/bicycle,never,282,never,large,3,14,31,2,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1064,0,1,0,1,2,1,0,0,1,1,3,High
obese,vegan,twice a day,public,often,190,very frequently,small,2,23,18,13,Yes,[],[Microwave],2945,0,0,0,0,0,0,0,1,0,0,1,Medium
overweight,vegan,more frequently,private,never,61,very frequently,medium,2,2,27,4,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",3261,0,1,1,1,3,1,1,0,0,0,2,Low
normal,vegetarian,less frequently,walk/bicycle,often,164,rarely,small,1,21,18,14,No,[Metal],[],1015,0,0,1,0,1,0,0,0,0,0,0,Medium
normal,vegetarian,more frequently,public,never,160,rarely,extra large,7,2,2,19,Sometimes,[Glass],"['Stove', 'Oven']",1749,0,1,0,0,1,1,1,0,0,0,2,Medium
underweight,omnivore,daily,walk/bicycle,often,211,very frequently,large,4,13,5,17,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",2311,1,0,0,1,2,1,0,1,0,0,2,Medium
normal,pescatarian,more frequently,walk/bicycle,sometimes,130,frequently,medium,1,24,50,22,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2451,1,1,1,0,3,0,1,0,1,1,3,Medium
underweight,pescatarian,daily,public,sometimes,89,frequently,extra large,5,22,28,8,Yes,"['Paper', 'Metal']",[Oven],2086,0,0,1,1,2,0,1,0,0,0,1,Low
underweight,pescatarian,daily,walk/bicycle,never,251,very frequently,small,6,22,18,13,No,[Metal],[Microwave],2752,0,0,1,0,1,0,0,1,0,0,1,High
normal,omnivore,less frequently,walk/bicycle,often,217,rarely,extra large,4,8,10,3,No,"['Plastic', 'Glass']",[Stove],1457,1,1,0,0,2,1,0,0,0,0,1,Medium
underweight,omnivore,more frequently,public,sometimes,262,frequently,small,4,21,12,0,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1523,1,0,1,1,3,1,0,1,1,1,4,High
obese,vegan,twice a day,public,never,244,rarely,small,2,17,22,10,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1255,1,1,0,1,3,0,1,1,1,1,4,High
overweight,pescatarian,more frequently,private,often,99,never,extra large,2,15,20,0,No,[Plastic],"['Stove', 'Microwave']",4220,1,0,0,0,1,1,0,1,0,0,2,Low
normal,pescatarian,less frequently,public,often,136,very frequently,large,1,12,16,5,Sometimes,[Metal],"['Stove', 'Oven', 'Grill', 'Airfryer']",2175,0,0,1,0,1,1,1,0,1,1,4,Medium
obese,omnivore,twice a day,private,often,174,very frequently,extra large,7,14,40,24,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",5474,0,0,0,0,0,1,1,0,1,1,4,Medium
normal,omnivore,less frequently,walk/bicycle,sometimes,293,never,extra large,7,14,20,4,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",1993,1,0,0,1,2,1,0,1,0,0,2,High
normal,vegetarian,less frequently,public,never,74,very frequently,large,4,9,17,12,No,"['Plastic', 'Glass']",[Microwave],2402,1,1,0,0,2,0,0,1,0,0,1,Low
underweight,omnivore,daily,private,never,93,frequently,extra large,7,4,5,1,Sometimes,"['Paper', 'Plastic']",[],2865,1,0,0,1,2,0,0,0,0,0,0,Low
obese,pescatarian,less frequently,walk/bicycle,sometimes,166,rarely,large,4,18,23,5,No,"['Plastic', 'Metal']","['Stove', 'Oven']",1587,1,0,1,0,2,1,1,0,0,0,2,Medium
obese,omnivore,more frequently,private,sometimes,243,frequently,extra large,5,5,14,22,Yes,[Plastic],"['Grill', 'Airfryer']",4178,1,0,0,0,1,0,0,0,1,1,2,High
obese,vegan,twice a day,walk/bicycle,often,86,never,medium,3,11,50,22,Yes,"['Paper', 'Glass', 'Metal']",[Oven],1792,0,1,1,1,3,0,1,0,0,0,1,Low
underweight,omnivore,more frequently,private,sometimes,255,rarely,medium,4,21,42,16,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3223,1,0,1,0,2,0,1,1,1,1,4,High
obese,pescatarian,less frequently,private,often,145,very frequently,medium,1,10,34,5,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",6438,0,1,1,0,2,1,1,1,0,0,3,Medium
overweight,omnivore,more frequently,private,sometimes,104,very frequently,large,4,24,36,23,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3166,0,1,1,1,3,1,1,0,1,1,4,Low
normal,vegetarian,daily,walk/bicycle,often,278,never,large,2,0,41,20,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1284,1,1,1,0,3,1,0,0,1,1,3,High
underweight,vegetarian,less frequently,public,often,148,frequently,large,1,19,15,16,No,[Paper],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1493,0,0,0,1,1,1,0,1,1,1,4,Medium
obese,omnivore,twice a day,public,often,216,rarely,extra large,5,16,40,0,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2735,0,0,1,1,2,1,0,0,1,1,3,Medium
underweight,vegetarian,more frequently,private,often,126,frequently,small,1,22,3,17,No,[Glass],[Stove],3397,0,1,0,0,1,1,0,0,0,0,1,Medium
normal,pescatarian,daily,public,sometimes,63,very frequently,medium,5,14,29,6,Sometimes,"['Plastic', 'Glass']",[Oven],2611,1,1,0,0,2,0,1,0,0,0,1,Low
underweight,vegetarian,more frequently,public,sometimes,150,frequently,medium,2,5,33,5,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1478,0,1,1,0,2,0,0,1,1,1,3,Medium
overweight,omnivore,less frequently,public,often,253,very frequently,large,7,2,0,7,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2917,1,1,0,1,3,0,1,1,1,1,4,High
overweight,vegan,daily,walk/bicycle,often,212,frequently,large,5,11,27,16,No,[Metal],[Stove],2442,0,0,1,0,1,1,0,0,0,0,1,Medium
overweight,omnivore,daily,private,never,79,never,extra large,2,5,23,16,Sometimes,"['Plastic', 'Glass']",[Microwave],4144,1,1,0,0,2,0,0,1,0,0,1,Low
overweight,vegan,twice a day,walk/bicycle,often,181,never,medium,5,1,10,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1078,1,0,1,1,3,1,1,0,1,1,4,Medium
overweight,vegetarian,daily,public,sometimes,202,never,large,2,22,37,15,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1161,1,1,0,1,3,1,0,1,1,1,4,Medium
overweight,pescatarian,less frequently,public,sometimes,189,never,extra large,6,3,42,17,Yes,[Glass],[Microwave],2363,0,1,0,0,1,0,0,1,0,0,1,Medium
overweight,pescatarian,less frequently,public,sometimes,253,never,medium,7,4,32,23,No,[Plastic],"['Stove', 'Microwave']",1926,1,0,0,0,1,1,0,1,0,0,2,High
underweight,omnivore,less frequently,public,often,76,rarely,extra large,7,21,18,14,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",1530,0,1,1,1,3,1,0,1,0,0,2,Low
underweight,vegetarian,daily,walk/bicycle,often,128,frequently,small,7,9,23,24,Sometimes,"['Paper', 'Metal']",[Stove],1534,0,0,1,1,2,1,0,0,0,0,1,Medium
underweight,vegan,daily,walk/bicycle,sometimes,84,rarely,small,7,9,30,19,Sometimes,"['Plastic', 'Metal']",[Oven],1325,1,0,1,0,2,0,1,0,0,0,1,Low
underweight,vegetarian,less frequently,public,often,171,very frequently,medium,4,23,6,5,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",2262,0,1,0,1,2,0,0,0,1,1,2,Medium
overweight,vegetarian,less frequently,public,sometimes,263,frequently,extra large,5,4,19,6,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2213,1,1,0,0,2,1,0,0,1,1,3,High
obese,vegan,daily,public,sometimes,241,very frequently,large,5,20,25,17,Sometimes,[Metal],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3141,0,0,1,0,1,0,1,1,1,1,4,High
overweight,vegetarian,twice a day,walk/bicycle,never,261,never,extra large,6,7,15,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1704,1,0,1,1,3,0,1,1,1,1,4,High
normal,vegetarian,more frequently,walk/bicycle,never,126,rarely,medium,4,11,41,14,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1479,0,0,1,1,2,0,1,1,1,1,4,Medium
underweight,pescatarian,twice a day,private,never,85,frequently,small,2,17,43,24,Sometimes,[Paper],"['Oven', 'Microwave']",1999,0,0,0,1,1,0,1,1,0,0,2,Low
overweight,pescatarian,less frequently,walk/bicycle,sometimes,255,frequently,small,1,8,37,15,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2534,1,1,0,0,2,0,1,0,1,1,3,High
overweight,omnivore,more frequently,public,often,217,never,extra large,7,21,1,24,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2037,1,1,0,1,3,1,1,1,1,1,5,Medium
underweight,omnivore,daily,walk/bicycle,never,218,never,small,3,22,26,23,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1122,0,1,0,1,2,1,1,1,1,1,5,Medium
overweight,vegan,less frequently,public,sometimes,101,very frequently,large,2,0,17,8,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1723,1,1,1,1,4,0,0,1,1,1,3,Low
overweight,vegan,less frequently,private,often,109,rarely,large,6,18,40,22,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",5416,1,0,0,1,2,0,1,1,1,1,4,Low
overweight,pescatarian,more frequently,public,never,282,never,extra large,2,0,26,24,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1685,1,1,1,0,3,0,1,1,1,1,4,High
obese,pescatarian,less frequently,private,often,232,very frequently,extra large,1,9,42,16,Yes,"['Plastic', 'Glass']",[Microwave],5267,1,1,0,0,2,0,0,1,0,0,1,High
normal,vegan,daily,walk/bicycle,often,102,frequently,large,4,20,18,12,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1827,0,1,1,1,3,0,1,1,0,0,2,Low
underweight,pescatarian,twice a day,private,sometimes,82,rarely,medium,3,13,2,13,No,[Paper],"['Oven', 'Grill', 'Airfryer']",3234,0,0,0,1,1,0,1,0,1,1,3,Low
underweight,omnivore,twice a day,public,often,245,never,medium,7,1,3,11,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1433,0,1,1,0,2,0,0,0,1,1,2,High
underweight,omnivore,twice a day,private,never,91,frequently,extra large,4,14,25,11,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",2263,0,1,1,0,2,1,0,1,0,0,2,Low
normal,pescatarian,twice a day,walk/bicycle,never,177,never,extra large,3,17,40,14,Yes,[Metal],[],1433,0,0,1,0,1,0,0,0,0,0,0,Medium
underweight,omnivore,less frequently,walk/bicycle,sometimes,74,very frequently,medium,2,12,37,8,Sometimes,"['Paper', 'Metal']",[Oven],2235,0,0,1,1,2,0,1,0,0,0,1,Low
normal,vegetarian,more frequently,walk/bicycle,never,54,frequently,medium,3,23,12,9,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1414,1,0,1,0,2,0,1,1,0,0,2,Low
normal,omnivore,more frequently,public,sometimes,285,rarely,medium,5,8,45,8,No,"['Plastic', 'Glass']","['Stove', 'Microwave']",2237,1,1,0,0,2,1,0,1,0,0,2,High
obese,vegetarian,less frequently,private,never,252,very frequently,medium,3,9,1,6,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2373,1,0,1,1,3,1,0,0,1,1,3,High
normal,pescatarian,twice a day,private,never,151,rarely,medium,4,22,26,9,Yes,[Metal],"['Oven', 'Grill', 'Airfryer']",2307,0,0,1,0,1,0,1,0,1,1,3,Medium
normal,pescatarian,daily,private,sometimes,156,frequently,extra large,3,12,11,10,Sometimes,[Metal],"['Oven', 'Grill', 'Airfryer']",3164,0,0,1,0,1,0,1,0,1,1,3,Medium
overweight,vegetarian,less frequently,walk/bicycle,never,63,never,large,2,10,10,20,Sometimes,[Glass],"['Stove', 'Microwave']",692,0,1,0,0,1,1,0,1,0,0,2,Low
overweight,vegan,twice a day,private,often,209,very frequently,medium,2,2,38,6,No,"['Plastic', 'Glass']","['Grill', 'Airfryer']",4615,1,1,0,0,2,0,0,0,1,1,2,Medium
overweight,pescatarian,daily,private,often,157,never,extra large,3,24,38,0,No,[Glass],[],2141,0,1,0,0,1,0,0,0,0,0,0,Medium
underweight,omnivore,less frequently,private,sometimes,275,very frequently,medium,5,3,0,11,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1894,1,0,1,1,3,1,1,1,1,1,5,High
normal,pescatarian,more frequently,walk/bicycle,never,50,never,medium,4,15,39,21,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",930,0,1,1,1,3,1,1,1,0,0,3,Low
normal,vegetarian,less frequently,walk/bicycle,often,209,very frequently,extra large,6,9,23,14,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2645,1,0,1,0,2,1,0,0,1,1,3,Medium
normal,omnivore,daily,walk/bicycle,sometimes,106,never,large,7,10,29,4,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1364,0,1,1,0,2,1,1,1,1,1,5,Low
overweight,vegetarian,less frequently,private,sometimes,252,very frequently,small,7,17,32,8,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3708,1,0,1,1,3,1,1,1,1,1,5,High
overweight,vegan,less frequently,walk/bicycle,sometimes,78,frequently,extra large,5,17,36,8,Sometimes,"['Paper', 'Plastic']",[Oven],2336,1,0,0,1,2,0,1,0,0,0,1,Low
normal,vegan,twice a day,private,never,193,rarely,large,1,20,28,20,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1422,0,0,1,1,2,1,0,0,1,1,3,Medium
normal,pescatarian,twice a day,walk/bicycle,never,125,frequently,small,6,20,23,21,No,"['Plastic', 'Glass']","['Stove', 'Oven']",1797,1,1,0,0,2,1,1,0,0,0,2,Medium
underweight,pescatarian,twice a day,walk/bicycle,never,192,very frequently,large,2,11,46,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2118,1,0,1,1,3,1,0,0,1,1,3,Medium
obese,vegan,more frequently,private,never,115,rarely,medium,2,9,19,23,No,[Plastic],[Microwave],2764,1,0,0,0,1,0,0,1,0,0,1,Medium
underweight,pescatarian,daily,walk/bicycle,sometimes,226,very frequently,extra large,7,20,47,9,Yes,[Paper],"['Stove', 'Oven', 'Microwave']",3678,0,0,0,1,1,1,1,1,0,0,3,Medium
overweight,omnivore,less frequently,private,sometimes,105,very frequently,extra large,6,14,37,3,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",5696,1,1,0,1,3,1,0,0,1,1,3,Low
normal,pescatarian,twice a day,public,never,147,never,small,1,21,5,9,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",495,0,1,0,1,2,0,1,1,1,1,4,Medium
normal,omnivore,less frequently,walk/bicycle,often,152,very frequently,small,1,11,34,15,Yes,[Plastic],[Stove],2539,1,0,0,0,1,1,0,0,0,0,1,Medium
obese,pescatarian,daily,private,often,295,very frequently,large,4,2,43,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",6355,0,1,1,1,3,1,0,0,1,1,3,High
normal,vegan,more frequently,walk/bicycle,sometimes,184,frequently,medium,5,11,41,9,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1608,1,1,1,0,3,0,1,1,0,0,2,Medium
underweight,vegetarian,less frequently,walk/bicycle,sometimes,224,frequently,medium,3,6,11,15,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",1527,0,1,0,1,2,0,1,0,1,1,3,Medium
underweight,pescatarian,more frequently,walk/bicycle,sometimes,269,very frequently,medium,4,22,39,7,Sometimes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2398,1,0,0,1,2,0,1,0,1,1,3,High
underweight,vegetarian,daily,walk/bicycle,often,194,very frequently,large,4,23,9,6,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2110,1,0,0,1,2,0,1,1,1,1,4,Medium
overweight,vegetarian,more frequently,walk/bicycle,often,275,rarely,extra large,2,2,26,13,No,"['Paper', 'Plastic', 'Metal']",[Microwave],1221,1,0,1,1,3,0,0,1,0,0,1,High
obese,vegetarian,daily,walk/bicycle,never,277,rarely,medium,7,8,4,23,No,"['Paper', 'Glass', 'Metal']",[Microwave],1548,0,1,1,1,3,0,0,1,0,0,1,High
obese,omnivore,less frequently,walk/bicycle,often,276,frequently,extra large,2,9,40,18,Sometimes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2390,1,0,0,1,2,0,1,0,1,1,3,High
underweight,pescatarian,less frequently,walk/bicycle,sometimes,98,rarely,large,4,11,23,2,No,[Metal],"['Microwave', 'Grill', 'Airfryer']",1010,0,0,1,0,1,0,0,1,1,1,3,Low
