ID,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
4131,normal,male,omnivore,more frequently,natural gas,private,hybrid,often,221,rarely,9695,extra large,4,14,43,8,Sometimes,['Paper'],['Stove'],3886
4132,overweight,male,vegan,less frequently,electricity,public,,sometimes,295,frequently,1037,large,7,13,8,16,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2342
4133,normal,female,vegetarian,less frequently,electricity,public,,never,135,frequently,1215,small,7,4,43,13,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1660
4134,overweight,male,vegetarian,less frequently,natural gas,public,,never,233,never,590,large,7,3,20,1,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1552
4135,underweight,female,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,173,never,87,small,2,19,50,8,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",879
4136,obese,female,pescatarian,less frequently,wood,public,,often,159,frequently,972,large,6,21,24,19,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",2497
4137,overweight,male,pescatarian,less frequently,coal,private,electric,never,74,very frequently,9208,medium,7,8,42,14,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",3294
4138,overweight,male,vegetarian,less frequently,natural gas,private,electric,sometimes,258,never,2237,large,3,0,13,20,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1341
4139,normal,male,pescatarian,less frequently,natural gas,private,lpg,never,214,very frequently,4550,extra large,2,0,40,3,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",4028
4140,obese,female,omnivore,more frequently,coal,private,petrol,never,151,frequently,102,extra large,2,13,18,6,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1995
4141,normal,male,vegan,daily,coal,private,electric,sometimes,112,rarely,4866,extra large,1,8,16,15,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1286
4142,underweight,female,pescatarian,less frequently,electricity,public,,never,256,never,883,extra large,5,17,28,3,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1367
4143,overweight,female,vegetarian,daily,electricity,walk/bicycle,,sometimes,133,rarely,85,medium,7,14,18,10,No,['Metal'],"['Oven', 'Grill', 'Airfryer']",1345
4144,overweight,male,omnivore,daily,natural gas,private,petrol,often,166,very frequently,9461,small,2,16,48,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",6655
4145,overweight,male,pescatarian,daily,coal,private,diesel,often,295,frequently,614,large,2,4,47,17,Yes,['Plastic'],"['Grill', 'Airfryer']",3309
4146,overweight,female,vegetarian,less frequently,natural gas,public,,never,110,never,813,small,2,2,10,5,Sometimes,"['Glass', 'Metal']",['Oven'],631
4147,obese,male,vegetarian,daily,electricity,walk/bicycle,,sometimes,81,rarely,44,extra large,6,23,36,10,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",2290
4148,normal,male,vegetarian,less frequently,coal,public,,sometimes,55,frequently,45,extra large,7,10,44,19,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",3034
4149,obese,male,pescatarian,twice a day,natural gas,public,,often,295,frequently,663,extra large,6,21,15,13,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3163
4150,normal,male,omnivore,more frequently,wood,walk/bicycle,,often,66,very frequently,73,small,3,23,9,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1901
4151,overweight,female,vegan,twice a day,wood,private,hybrid,often,89,frequently,9760,large,2,24,27,23,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3074
4152,obese,female,pescatarian,less frequently,natural gas,public,,never,137,very frequently,1422,extra large,5,12,36,24,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",3184
4153,obese,male,vegan,more frequently,electricity,private,electric,never,268,frequently,868,extra large,3,22,41,1,Sometimes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2358
4154,normal,male,vegan,twice a day,wood,public,,sometimes,151,frequently,1667,extra large,4,21,44,24,No,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2821
4155,underweight,female,omnivore,twice a day,natural gas,private,petrol,sometimes,65,rarely,4965,extra large,3,21,12,18,Sometimes,[],"['Stove', 'Oven']",2694
4156,underweight,male,omnivore,more frequently,coal,private,petrol,sometimes,148,frequently,4888,medium,6,21,1,11,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3564
4157,obese,female,omnivore,twice a day,electricity,private,diesel,often,257,rarely,8012,large,7,23,7,15,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",3983
4158,overweight,male,pescatarian,less frequently,electricity,walk/bicycle,,never,196,rarely,25,large,1,21,3,1,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",812
4159,obese,female,pescatarian,twice a day,wood,walk/bicycle,,never,120,rarely,4,small,2,8,14,12,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],817
4160,normal,female,omnivore,twice a day,natural gas,public,,often,245,very frequently,1712,medium,1,1,7,7,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",2118
4161,underweight,male,pescatarian,less frequently,coal,walk/bicycle,,often,286,frequently,14,small,7,21,32,15,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2382
4162,overweight,male,pescatarian,daily,wood,private,petrol,often,158,very frequently,4622,large,2,4,47,23,Yes,['Metal'],[],5271
4163,normal,male,pescatarian,more frequently,wood,public,,often,298,very frequently,283,small,2,0,5,6,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",2523
4164,overweight,female,pescatarian,more frequently,natural gas,private,hybrid,often,149,very frequently,2464,extra large,3,5,15,9,Yes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2994
4165,underweight,female,omnivore,less frequently,natural gas,private,diesel,sometimes,222,frequently,3765,extra large,5,20,32,0,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2801
4166,overweight,female,omnivore,twice a day,coal,public,,never,138,rarely,1561,medium,4,12,45,13,No,['Glass'],"['Oven', 'Grill', 'Airfryer']",2155
4167,overweight,male,omnivore,less frequently,coal,walk/bicycle,,often,57,rarely,63,small,4,24,12,13,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1700
4168,underweight,male,omnivore,twice a day,natural gas,public,,sometimes,90,very frequently,179,small,2,23,27,1,No,[],"['Grill', 'Airfryer']",2424
4169,obese,female,pescatarian,less frequently,electricity,private,petrol,often,91,very frequently,7354,large,7,5,22,9,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",5672
4170,obese,male,vegan,less frequently,electricity,public,,sometimes,58,very frequently,263,extra large,3,6,25,23,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],2775
4171,underweight,female,omnivore,more frequently,coal,public,,never,101,frequently,1379,medium,4,9,15,11,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1625
4172,normal,male,vegan,less frequently,coal,private,lpg,never,121,rarely,2795,large,1,3,33,21,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",2165
4173,obese,female,vegetarian,more frequently,wood,walk/bicycle,,often,213,very frequently,25,large,3,22,16,2,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2795
4174,underweight,male,pescatarian,more frequently,electricity,public,,sometimes,116,never,793,medium,4,1,17,19,No,"['Paper', 'Glass', 'Metal']",['Microwave'],838
4175,obese,male,vegetarian,twice a day,natural gas,walk/bicycle,,often,186,frequently,58,extra large,2,21,27,0,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2526
4176,overweight,female,vegetarian,more frequently,coal,public,,often,121,very frequently,419,small,5,11,12,22,Sometimes,['Plastic'],"['Grill', 'Airfryer']",2727
4177,overweight,male,omnivore,twice a day,natural gas,private,petrol,never,197,very frequently,7164,large,3,5,0,0,Sometimes,['Plastic'],"['Oven', 'Microwave']",5733
4178,normal,male,pescatarian,less frequently,wood,private,petrol,often,80,rarely,3566,large,2,5,46,6,Sometimes,[],"['Stove', 'Oven', 'Microwave']",3229
4179,underweight,female,vegan,less frequently,wood,walk/bicycle,,never,84,frequently,95,extra large,2,12,41,11,No,"['Plastic', 'Glass']",[],1625
4180,underweight,male,vegan,less frequently,coal,private,lpg,never,203,rarely,5047,medium,3,17,36,0,No,['Plastic'],['Microwave'],3011
4181,underweight,male,pescatarian,daily,electricity,public,,sometimes,193,rarely,419,small,7,4,5,12,Yes,['Metal'],"['Stove', 'Oven']",1045
4182,normal,female,vegetarian,less frequently,wood,walk/bicycle,,often,199,frequently,87,extra large,7,0,34,7,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",2268
4183,underweight,female,pescatarian,daily,wood,public,,often,55,very frequently,862,small,3,1,21,20,No,"['Glass', 'Metal']",['Microwave'],1971
4184,obese,male,pescatarian,daily,electricity,public,,never,177,rarely,1311,large,3,12,18,24,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1384
4185,underweight,female,vegan,less frequently,electricity,walk/bicycle,,sometimes,52,very frequently,51,large,6,17,3,11,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",1736
4186,normal,male,omnivore,twice a day,wood,private,diesel,never,298,never,1936,medium,1,4,38,8,No,['Glass'],"['Oven', 'Grill', 'Airfryer']",2150
4187,underweight,female,vegan,twice a day,natural gas,private,lpg,never,217,very frequently,7014,extra large,7,22,28,18,Yes,"['Paper', 'Plastic', 'Metal']",[],3950
4188,normal,female,omnivore,twice a day,coal,public,,often,274,frequently,645,extra large,4,8,18,16,No,['Paper'],['Oven'],2429
4189,overweight,female,vegan,less frequently,coal,public,,often,79,very frequently,1600,small,1,11,28,12,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2482
4190,obese,male,pescatarian,more frequently,electricity,public,,never,257,very frequently,808,medium,5,16,40,6,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3275
4191,overweight,female,pescatarian,more frequently,natural gas,public,,never,244,frequently,488,medium,7,24,10,3,Sometimes,"['Paper', 'Glass', 'Metal']",[],1656
4192,overweight,male,vegetarian,less frequently,natural gas,walk/bicycle,,sometimes,243,frequently,48,large,6,17,38,2,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2488
4193,obese,male,vegetarian,more frequently,electricity,private,electric,often,288,rarely,7203,small,5,10,8,3,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1218
4194,underweight,female,pescatarian,twice a day,natural gas,private,diesel,often,98,rarely,4048,medium,1,17,19,24,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1775
4195,obese,male,vegetarian,more frequently,wood,walk/bicycle,,never,197,rarely,36,large,2,9,18,4,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1389
4196,obese,female,vegetarian,less frequently,coal,private,hybrid,never,76,never,2672,medium,4,12,15,7,No,['Glass'],[],1773
4197,overweight,male,pescatarian,more frequently,coal,private,petrol,sometimes,79,rarely,7907,large,6,10,43,24,Yes,"['Paper', 'Plastic', 'Glass']",[],5629
4198,normal,female,pescatarian,less frequently,electricity,public,,often,129,very frequently,595,large,2,8,39,0,No,['Metal'],['Oven'],2309
4199,normal,female,vegetarian,more frequently,coal,private,diesel,sometimes,164,very frequently,6423,medium,4,10,26,0,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3814
4200,overweight,male,pescatarian,twice a day,natural gas,public,,often,281,very frequently,863,small,1,20,44,17,Sometimes,['Metal'],"['Stove', 'Microwave']",3183
4201,underweight,male,vegetarian,daily,electricity,walk/bicycle,,never,258,rarely,29,small,2,10,22,16,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",974
4202,underweight,female,vegan,twice a day,natural gas,private,petrol,often,226,rarely,2027,extra large,5,13,17,12,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2117
4203,obese,female,vegan,daily,wood,private,electric,sometimes,139,rarely,1372,large,2,22,6,17,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1131
4204,normal,male,pescatarian,twice a day,electricity,public,,sometimes,233,rarely,1888,small,3,8,9,12,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",1174
4205,underweight,female,vegetarian,twice a day,wood,walk/bicycle,,often,146,never,43,small,5,24,32,6,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1290
4206,obese,female,vegetarian,more frequently,wood,private,diesel,never,69,never,829,small,7,11,36,18,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1406
4207,overweight,male,omnivore,daily,coal,walk/bicycle,,often,272,never,60,medium,5,17,24,10,No,['Glass'],"['Oven', 'Microwave']",2246
4208,overweight,female,omnivore,more frequently,natural gas,public,,never,270,frequently,504,large,5,20,19,4,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2106
4209,obese,female,vegetarian,twice a day,electricity,public,,sometimes,201,frequently,944,large,3,24,45,11,Sometimes,['Paper'],"['Stove', 'Microwave']",2109
4210,normal,female,vegan,less frequently,coal,public,,sometimes,190,rarely,562,small,7,4,48,22,No,"['Paper', 'Metal']","['Grill', 'Airfryer']",1706
4211,overweight,female,pescatarian,more frequently,natural gas,walk/bicycle,,sometimes,128,rarely,47,extra large,7,4,24,24,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2255
4212,overweight,female,vegan,daily,coal,private,electric,sometimes,278,very frequently,2193,small,5,12,37,3,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2750
4213,overweight,male,omnivore,twice a day,natural gas,public,,often,166,never,1170,small,7,5,34,7,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",1732
4214,obese,female,vegan,daily,electricity,walk/bicycle,,sometimes,236,rarely,32,large,7,13,38,17,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1943
4215,normal,female,pescatarian,twice a day,coal,private,lpg,never,82,never,610,extra large,2,10,14,14,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],1121
4216,normal,female,vegetarian,twice a day,coal,private,hybrid,often,95,frequently,191,medium,1,6,23,12,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],1471
4217,underweight,male,vegetarian,less frequently,electricity,public,,never,216,rarely,135,extra large,5,10,47,6,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2031
4218,overweight,female,pescatarian,less frequently,coal,private,diesel,never,129,frequently,7355,small,7,14,15,20,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",3602
4219,underweight,female,pescatarian,twice a day,wood,public,,often,94,frequently,560,medium,2,21,29,16,Sometimes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",1676
4220,normal,female,omnivore,twice a day,natural gas,private,hybrid,sometimes,107,frequently,1929,extra large,4,12,36,2,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2098
4221,underweight,male,vegetarian,more frequently,natural gas,walk/bicycle,,often,169,rarely,44,large,5,13,35,24,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1948
4222,overweight,female,vegan,daily,wood,private,diesel,often,205,rarely,9423,large,6,16,30,23,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4220
4223,obese,male,vegetarian,less frequently,electricity,walk/bicycle,,never,123,frequently,60,medium,5,19,27,17,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1955
4224,obese,male,vegetarian,daily,wood,public,,sometimes,279,frequently,537,medium,3,5,3,8,Sometimes,['Glass'],"['Stove', 'Oven']",2128
4225,obese,male,vegan,daily,natural gas,public,,never,272,very frequently,483,large,1,21,40,6,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2699
4226,normal,female,omnivore,more frequently,wood,public,,never,258,very frequently,1802,medium,1,3,37,7,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2546
4227,overweight,male,pescatarian,more frequently,natural gas,private,petrol,never,141,never,6329,medium,3,11,26,12,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3618
4228,underweight,male,vegan,twice a day,natural gas,public,,often,91,rarely,1702,extra large,3,4,8,12,No,['Metal'],"['Grill', 'Airfryer']",1576
4229,overweight,female,vegetarian,twice a day,coal,private,lpg,sometimes,296,rarely,5812,extra large,4,22,25,24,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3715
4230,underweight,male,vegan,more frequently,electricity,walk/bicycle,,often,57,rarely,49,extra large,1,1,47,21,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1457
4231,underweight,male,vegan,twice a day,electricity,public,,never,270,frequently,1050,medium,7,5,18,0,Sometimes,['Plastic'],"['Stove', 'Oven']",1657
4232,obese,male,omnivore,more frequently,natural gas,private,diesel,often,120,rarely,8233,large,3,11,15,6,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",4294
4233,obese,male,pescatarian,more frequently,coal,public,,never,74,never,139,small,1,12,15,20,No,"['Plastic', 'Glass', 'Metal']",[],1138
4234,underweight,female,vegan,less frequently,wood,private,petrol,never,219,very frequently,304,large,7,22,2,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2157
4235,normal,male,omnivore,twice a day,natural gas,private,petrol,sometimes,255,rarely,3884,large,2,7,36,13,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3314
4236,overweight,male,omnivore,twice a day,natural gas,public,,often,154,never,716,medium,3,19,40,16,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1663
4237,normal,male,vegetarian,less frequently,natural gas,private,hybrid,never,141,very frequently,7309,medium,4,4,50,21,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",4150
4238,normal,male,vegetarian,less frequently,wood,private,electric,often,68,rarely,5970,small,1,22,35,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1061
4239,obese,female,omnivore,less frequently,natural gas,private,electric,never,242,frequently,7607,extra large,1,8,19,19,No,['Glass'],"['Stove', 'Oven']",2072
4240,obese,male,omnivore,more frequently,coal,walk/bicycle,,often,272,rarely,19,extra large,7,17,2,24,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2856
4241,underweight,female,vegan,more frequently,wood,walk/bicycle,,never,285,rarely,21,large,6,4,35,10,Yes,['Glass'],"['Stove', 'Oven']",1699
4242,normal,male,vegan,less frequently,wood,private,petrol,never,108,frequently,741,medium,6,13,7,0,No,"['Paper', 'Glass', 'Metal']",[],1671
4243,obese,female,vegan,less frequently,natural gas,public,,never,262,never,931,medium,1,3,12,16,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",825
